,X,Y,OBJECTID,ADDRTYPE,LOCATION,SEVERITYCODE,SEVERITYDESC,COLLISIONTYPE,PERSONCOUNT,PEDCOUNT,PEDCYLCOUNT,VEHCOUNT,INJURIES,SERIOUSINJURIES,FATALITIES,INCDATE,SDOT_COLCODE,ROADCOND
641,-122.3287335,47.60487637,642,Intersection,6TH AVE AND CHERRY ST,2,Injury Collision,Pedestrian,2,1,0,1,1,0,0,2020-02-14 00:00:00+00:00,24.0,Dry
650,-122.3357302,47.70737639,651,Intersection,BURKE AVE N AND N NORTHGATE WAY,2,Injury Collision,Angles,3,0,0,2,2,0,0,2020-02-23 00:00:00+00:00,11.0,Dry
652,-122.3761915,47.56601807,653,Block,35TH AVE SW BETWEEN SW DAKOTA ST AND FAUNTLEROY N WAY SW,1,Property Damage Only Collision,,2,0,0,0,0,0,0,2020-02-06 00:00:00+00:00,15.0,
656,-122.3004956,47.62057167,657,Block,E MADISON ST BETWEEN 24TH AVE E AND 25TH AVE E,1,Property Damage Only Collision,,2,0,0,0,0,0,0,2020-02-26 00:00:00+00:00,14.0,
660,-122.3128434,47.60862521,661,Block,15TH AVE BETWEEN E CHERRY ST AND E COLUMBIA ST,2,Injury Collision,Rear Ended,3,0,0,2,2,0,0,2020-02-12 00:00:00+00:00,14.0,Dry
669,-122.2790336,47.55043351,670,Block,S MEAD ST BETWEEN 42ND AVE S AND RAINIER AVE S,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020-02-16 00:00:00+00:00,11.0,Dry
670,-122.3121101,47.65681959,671,Intersection,15TH AVE NE AND NE 41ST ST,2,Injury Collision,Pedestrian,2,1,0,1,1,0,0,2020-02-18 00:00:00+00:00,24.0,Dry
677,-122.3262324,47.72314251,678,Intersection,3RD AVE NE AND NE 130TH ST,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2020-02-13 00:00:00+00:00,11.0,Wet
680,-122.3230636,47.69586712,681,Intersection,5TH AVE NE AND NE 92ND ST,2,Injury Collision,Parked Car,3,0,0,2,1,0,0,2020-02-17 00:00:00+00:00,14.0,Dry
688,-122.3128209,47.59581444,689,Intersection,POPLAR PL S AND S DEARBORN ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2020-02-08 00:00:00+00:00,51.0,Dry
689,-122.3175856,47.6967443,690,Intersection,ROOSEVELT WAY NE AND NE 94TH ST,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2020-02-25 00:00:00+00:00,11.0,Dry
697,-122.384466,47.58299274,698,Block,SW COLLEGE ST BETWEEN 41ST S AVE SW AND 42ND AVE SW,2,Injury Collision,Parked Car,3,0,0,3,2,0,0,2020-02-24 00:00:00+00:00,14.0,Dry
706,-122.3208729,47.61990775,707,Intersection,BROADWAY E AND E OLIVE WAY,1,Property Damage Only Collision,Other,2,0,0,2,0,0,0,2020-02-14 00:00:00+00:00,14.0,Wet
708,-122.3561572,47.70472613,709,Block,HOLMAN RD N BETWEEN N 104TH ST AND GREENWOOD AVE N,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2020-02-21 00:00:00+00:00,16.0,Dry
712,-122.3251416,47.6127139,713,Block,SUMMIT AVE BETWEEN UNIVERSITY ST AND E UNION ST,0,Unknown,,0,0,0,0,0,0,0,2020-02-15 00:00:00+00:00,11.0,
717,-122.3172808,47.59268663,718,Block,12TH AVE S BETWEEN S CHARLES S ST AND S JUDKINS ST,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020-02-20 00:00:00+00:00,11.0,Dry
721,-122.3216834,47.54674636,722,Block,CORSON AVE S BETWEEN S MICHIGAN ST AND S EDDY ST,0,Unknown,,0,0,0,0,0,0,0,2020-02-15 00:00:00+00:00,0.0,
726,-122.3132848,47.65535371,727,Intersection,UNIVERSITY WAY NE AND NE 40TH ST,1,Property Damage Only Collision,Pedestrian,4,1,0,1,0,0,0,2020-02-05 00:00:00+00:00,24.0,Dry
727,-122.3560566,47.62458061,728,Block,MERCER ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE N,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2020-02-18 00:00:00+00:00,11.0,Dry
734,-122.3595898,47.63959691,735,Intersection,W MCGRAW PL AND W MCGRAW E ST,1,Property Damage Only Collision,Angles,8,0,0,2,0,0,0,2020-02-23 00:00:00+00:00,11.0,Dry
737,-122.34507,47.73167415,738,Block,AURORA AVE N BETWEEN N 141ST ST AND N 143RD ST,2,Injury Collision,Pedestrian,2,1,0,1,1,0,0,2020-02-13 00:00:00+00:00,24.0,Wet
743,-122.3237585,47.59709153,744,Block,7TH AVE S BETWEEN S WELLER ST AND S LANE ST,1,Property Damage Only Collision,,2,0,0,0,0,0,0,2020-01-09 00:00:00+00:00,11.0,
746,-122.3212329,47.54824277,747,Block,CORSON AVE S BETWEEN S VALE ST AND S HARNEY ST,0,Unknown,,0,0,0,0,0,0,0,2020-02-12 00:00:00+00:00,14.0,
748,-122.3331526,47.61306393,749,Intersection,8TH AVE AND PINE ST,1,Property Damage Only Collision,Cycles,4,0,1,1,0,0,0,2020-02-20 00:00:00+00:00,18.0,Dry
749,-122.3408891,47.63255257,750,Intersection,8TH AVE N AND WESTLAKE N AVE N,1,Property Damage Only Collision,Angles,3,0,0,2,0,0,0,2020-02-15 00:00:00+00:00,11.0,Wet
757,-122.3326769,47.65048309,758,Intersection,BAGLEY AVE N AND N 36TH ST,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2020-02-19 00:00:00+00:00,11.0,Ice
759,-122.337592,47.61120737,760,Intersection,4TH AVE AND PINE ST,1,Property Damage Only Collision,,2,0,0,0,0,0,0,2020-02-13 00:00:00+00:00,11.0,
762,-122.387253,47.63935081,763,Intersection,THORNDYKE AVE W AND THORNDYKE PL W,2,Injury Collision,Left Turn,2,0,0,2,1,0,0,2020-02-11 00:00:00+00:00,11.0,Dry
763,-122.3433185,47.70414369,764,Block,MIDVALE AVE N BETWEEN N 103RD ST AND N NORTHGATE WAY,0,Unknown,,0,0,0,0,0,0,0,2020-02-20 00:00:00+00:00,11.0,
768,-122.3460637,47.6650446,769,Intersection,WHITMAN AVE N AND N 50TH ST,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2020-01-30 00:00:00+00:00,14.0,Wet
769,-122.386158,47.66743302,770,Block,SHILSHOLE AVE NW BETWEEN 22ND AVE NW AND 24TH AVE NW,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020-02-22 00:00:00+00:00,11.0,Dry
778,-122.3141619,47.60168876,779,Intersection,14TH AVE AND E YESLER WAY,1,Property Damage Only Collision,Left Turn,6,0,0,2,0,0,0,2020-02-08 00:00:00+00:00,11.0,Dry
779,-122.3762174,47.66679779,780,Block,15TH AVE NW BETWEEN NW 52ND ST AND NW 53RD ST,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2020-02-16 00:00:00+00:00,11.0,Wet
786,-122.327361,47.60840868,787,Intersection,9TH AVE AND MADISON ST,2,Injury Collision,Angles,2,0,0,2,1,0,0,2020-02-13 00:00:00+00:00,11.0,Dry
788,-122.3272502,47.66135475,789,Intersection,2ND AVE NE AND NE 45TH ST,2,Injury Collision,Angles,2,0,0,2,1,0,0,2020-02-10 00:00:00+00:00,11.0,Dry
794,-122.2860912,47.54701438,795,Block,M L KING JR WR WAY S BETWEEN S RAYMOND ST AND S GRAHAM ST,1,Property Damage Only Collision,,2,0,0,0,0,0,0,2020-02-26 00:00:00+00:00,11.0,
797,-122.3154617,47.66055235,798,Block,12TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,1,Property Damage Only Collision,,2,0,0,0,0,0,0,2020-02-21 00:00:00+00:00,16.0,
799,-122.3621917,47.64752311,800,Block,4TH AVE W BETWEEN HUMES PL W AND W DRAVUS ST,0,Unknown,,0,0,0,0,0,0,0,2020-02-19 00:00:00+00:00,11.0,
805,-122.3291637,47.6242787,806,Intersection,EASTLAKE AVE E AND MERCER ST,1,Property Damage Only Collision,Angles,5,0,0,2,0,0,0,2020-02-08 00:00:00+00:00,11.0,Wet
815,-122.3368227,47.53945803,816,Block,2ND AV SW TURN RD BETWEEN HIGHLAND PARK WAY SW AND 2ND AVE SW,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2020-02-19 00:00:00+00:00,14.0,Dry
822,-122.3088574,47.61350096,823,Block,18TH AVE BETWEEN E UNION ST AND E PIKE ST,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020-02-19 00:00:00+00:00,11.0,Dry
839,-122.301522,47.63748766,840,Block,24TH AVE E BETWEEN E NEWTON S ST AND E NEWTON N ST,1,Property Damage Only Collision,Other,5,0,0,3,0,0,0,2020-02-19 00:00:00+00:00,28.0,Snow/Slush
841,-122.312692,47.6208175,842,Block,15TH AVE E BETWEEN E THOMAS S ST AND E THOMAS N ST,1,Property Damage Only Collision,,2,0,0,0,0,0,0,2020-02-19 00:00:00+00:00,14.0,
846,-122.3162865,47.6689993,847,Block,11TH AVE NE BETWEEN NE 55TH ST AND NE 56TH ST,1,Property Damage Only Collision,,2,0,0,0,0,0,0,2020-02-08 00:00:00+00:00,11.0,
850,,,851,,,0,Unknown,,0,0,0,0,0,0,0,2020-02-11 00:00:00+00:00,0.0,
852,-122.3291667,47.62512052,853,Intersection,EASTLAKE AVE E AND LAKEVIEW BLVD E,0,Unknown,,0,0,0,0,0,0,0,2020-02-19 00:00:00+00:00,11.0,
857,,,858,Alley,,0,Unknown,,0,0,0,0,0,0,0,2020-02-18 00:00:00+00:00,0.0,
866,-122.3720883,47.62943789,867,Block,ELLIOTT AVE W BETWEEN W PROSPECT ST AND W LEE ST,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,2020-02-19 00:00:00+00:00,28.0,Dry
875,-122.31276,47.59749164,876,Intersection,RAINIER AVE S AND S WELLER ST,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2020-02-20 00:00:00+00:00,11.0,Dry
877,-122.2774612,47.55080402,878,Block,RAINIER AVE S BETWEEN S ORCAS ST AND S MEAD ST,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2020-02-23 00:00:00+00:00,14.0,Dry
881,-122.3828071,47.56882441,882,Block,40TH AVE SW BETWEEN SW BRADFORD ST AND SW ANDOVER ST,0,Unknown,,0,0,0,0,0,0,0,2020-02-06 00:00:00+00:00,11.0,
892,-122.2919877,47.72273215,893,Intersection,33RD AVE NE AND NE 130TH ST,2,Injury Collision,Pedestrian,2,1,0,1,1,0,0,2020-02-07 00:00:00+00:00,24.0,Wet
894,-122.3398415,47.60857483,895,Block,SR99 TUNNEL NB BETWEEN ALASKAN WY VI NB AND SR99 REPUBLICAN OFF RP,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2020-02-19 00:00:00+00:00,11.0,Dry
898,,,899,Block,AURORA AV SB OFF RP BETWEEN HARRISON ST AND AURORA AVE N,2,Injury Collision,Sideswipe,2,0,0,2,1,0,0,2020-01-09 00:00:00+00:00,11.0,Wet
899,-122.3134829,47.55234567,900,Block,15TH AVE S BETWEEN S LUCILE ST AND S ORCAS ST,1,Property Damage Only Collision,Parked Car,3,0,0,3,0,0,0,2020-02-06 00:00:00+00:00,13.0,Wet
903,-122.3003025,47.71488157,904,Block,26TH AVE NE BETWEEN NE 117TH ST AND NE 120TH ST,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020-02-22 00:00:00+00:00,11.0,Dry
906,-122.3803831,47.65398538,907,Block,W EMERSON ST BETWEEN SHIP CANAL TRL AND W EMERSON PL,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2020-02-18 00:00:00+00:00,11.0,Dry
911,-122.3545029,47.64688811,912,Intersection,FLORENTIA ST AND WARREN AVE N,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2020-02-03 00:00:00+00:00,51.0,Dry
912,-122.3693957,47.69800812,913,Block,HOLMAN RD NW BETWEEN 11TH AVE NW AND 9TH AVE NW,2,Injury Collision,Rear Ended,4,0,0,3,1,0,0,2020-02-08 00:00:00+00:00,14.0,Dry
920,-122.3048723,47.5603579,921,Block,BEACON WR AVE S BETWEEN S ALASKA ST AND S COLUMBIAN WAY,1,Property Damage Only Collision,Angles,4,0,0,2,0,0,0,2020-02-13 00:00:00+00:00,11.0,Dry
929,-122.3234085,47.61465058,930,Block,BOYLSTON AVE BETWEEN E PIKE ST AND E PINE ST,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020-02-20 00:00:00+00:00,11.0,Dry
931,-122.3270193,47.59835485,932,Block,S KING ST BETWEEN 5TH AVE S AND 6TH AVE S,1,Property Damage Only Collision,Parked Car,5,0,0,2,0,0,0,2020-02-23 00:00:00+00:00,14.0,Dry
934,-122.3167818,47.60218827,935,Block,12TH AVE BETWEEN E YESLER WAY AND E FIR ST,2,Injury Collision,Rear Ended,2,0,0,2,1,0,0,2020-02-06 00:00:00+00:00,14.0,Wet
935,-122.3839511,47.69306718,936,Block,22ND AVE NW BETWEEN NW 87TH ST AND NW 90TH ST,0,Unknown,,0,0,0,0,0,0,0,2020-02-09 00:00:00+00:00,0.0,
941,-122.3247493,47.6055547,942,Intersection,9TH AVE AND JAMES ST,2,Injury Collision,,2,0,0,0,1,0,0,2020-02-11 00:00:00+00:00,14.0,
942,-122.3137311,47.57162762,943,Block,S SPOKANE ST BETWEEN HINDS PL S AND 15TH AVE S,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2020-02-19 00:00:00+00:00,11.0,Dry
944,-122.3553277,47.67600193,945,Intersection,GREENWOOD AVE N AND N 65TH ST,1,Property Damage Only Collision,Angles,4,0,0,2,0,0,0,2016-10-27 00:00:00+00:00,11.0,Wet
952,-122.3218522,47.67586708,953,Intersection,NE 65TH ST AND NE RAVENNA WB BV,2,Injury Collision,Left Turn,2,0,0,2,2,0,0,2020-01-31 00:00:00+00:00,11.0,Wet
953,-122.3402308,47.69143932,954,Block,INTERLAKE AVE N BETWEEN N 85TH E ST AND N 88TH ST,2,Injury Collision,Rear Ended,3,0,0,2,1,0,0,2020-02-14 00:00:00+00:00,14.0,Dry
959,-122.3294442,47.59239427,960,Block,S ROYAL BROUGHAM WAY BETWEEN 3RD AVE S AND 4TH AVE S,1,Property Damage Only Collision,Rear Ended,4,0,0,2,0,0,0,2020-02-15 00:00:00+00:00,14.0,Wet
968,-122.3445817,47.65938438,969,Block,WOODLAND PARK AVE N BETWEEN N 43RD S ST AND N 43RD N ST,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,2020-02-06 00:00:00+00:00,26.0,Wet
969,-122.2941607,47.7210914,970,Intersection,LAKE CITY WAY NE AND NE 127TH ST,1,Property Damage Only Collision,Left Turn,2,0,0,2,0,0,0,2020-02-21 00:00:00+00:00,14.0,Dry
979,-122.3352204,47.60945327,980,Block,UNION ST BETWEEN 4TH AVE AND 5TH AVE,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2020-02-19 00:00:00+00:00,11.0,Dry
985,-122.3741041,47.69493386,986,Block,14TH AVE NW BETWEEN NW 90TH ST AND HOLMAN RD NW,0,Unknown,,0,0,0,0,0,0,0,2020-02-01 00:00:00+00:00,0.0,
988,-122.3450058,47.61856055,989,Intersection,6TH AVE AND DENNY WAY,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2020-02-19 00:00:00+00:00,11.0,Dry
989,-122.2951778,47.57445453,990,Block,RAINIER AVE S BETWEEN S HANFORD ST AND S BYRON ST,2,Injury Collision,Rear Ended,3,0,0,2,1,0,0,2020-02-21 00:00:00+00:00,14.0,Dry
992,-122.3229412,47.66170139,993,Block,5TH AVE NE BETWEEN NE 45TH ST AND 45TH ST OFF RP,1,Property Damage Only Collision,Sideswipe,3,0,0,2,0,0,0,2020-02-15 00:00:00+00:00,11.0,Dry
999,-122.3555488,47.72414185,1000,Block,GREENWOOD AVE N BETWEEN N 130TH ST AND N 132ND ST,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2020-02-03 00:00:00+00:00,14.0,Dry
1000,-122.3301302,47.61717154,1001,Block,HOWELL ST BETWEEN MINOR AVE AND YALE AVE,1,Property Damage Only Collision,Rear Ended,5,0,0,2,0,0,0,2020-02-22 00:00:00+00:00,11.0,Dry
1016,-122.3555159,47.71415878,1017,Intersection,GREENWOOD AVE N AND N 117TH ST,2,Injury Collision,Pedestrian,2,1,0,1,1,0,0,2020-02-16 00:00:00+00:00,24.0,Dry
1018,-122.3727609,47.67595853,1019,Block,NW 65TH ST BETWEEN 12TH AVE NW AND 14TH AVE NW,2,Injury Collision,Sideswipe,2,0,0,2,1,0,0,2020-02-11 00:00:00+00:00,11.0,Dry
1024,-122.3441436,47.61432035,1025,Block,3RD AVE BETWEEN BLANCHARD ST AND BELL ST,1,Property Damage Only Collision,,2,0,0,0,0,0,0,2020-02-21 00:00:00+00:00,11.0,
1028,-122.3450961,47.54736919,1029,Block,WEST MARGINAL WAY SW BETWEEN SW BRANDON ST AND SW FRONT ST,2,Injury Collision,Angles,2,0,0,2,1,0,0,2020-02-19 00:00:00+00:00,11.0,Dry
1031,-122.3367472,47.68630425,1032,Block,WALLINGFORD AVE N BETWEEN EAST GREEN LAKE DR N AND N 80TH ST,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2020-02-18 00:00:00+00:00,14.0,Dry
1037,-122.3608884,47.64842458,1038,Block,3RD AVE W BETWEEN W DRAVUS S ST AND W DRAVUS N ST,0,Unknown,,0,0,0,0,0,0,0,2020-02-18 00:00:00+00:00,11.0,
1040,-122.383579,47.57316004,1041,Intersection,WALNUT AVE SW AND SW HINDS ST,1,Property Damage Only Collision,Angles,3,0,0,2,0,0,0,2020-02-21 00:00:00+00:00,11.0,Dry
1042,-122.3450058,47.61856055,1043,Intersection,6TH AVE AND DENNY WAY,0,Unknown,,0,0,0,0,0,0,0,2020-02-13 00:00:00+00:00,0.0,
1043,-122.3528348,47.61917538,1044,Block,2ND AVE N BETWEEN DENNY WAY AND JOHN ST,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2020-02-20 00:00:00+00:00,11.0,Dry
1048,-122.3142217,47.59147475,1049,Block,15TH AVE S BETWEEN GOLF DR S AND S ATLANTIC ST,1,Property Damage Only Collision,Head On,3,0,0,2,0,0,0,2020-02-15 00:00:00+00:00,11.0,Dry
1049,-122.3426341,47.6146004,1050,Intersection,4TH AVE AND BLANCHARD ST,2,Injury Collision,Pedestrian,3,2,0,1,2,0,0,2020-02-13 00:00:00+00:00,24.0,Dry
1052,-122.3466363,47.61696606,1053,Block,4TH AVE BETWEEN WALL ST AND VINE ST,0,Unknown,,0,0,0,0,0,0,0,2016-12-31 00:00:00+00:00,14.0,
1066,-122.2699904,47.53158241,1067,Intersection,RAINIER AVE S AND S KENYON ST,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2020-02-24 00:00:00+00:00,11.0,Dry
1068,-122.3230955,47.69859847,1069,Block,5TH AVE NE BETWEEN NE 95TH ST AND NE 97TH ST,0,Unknown,,0,0,0,0,0,0,0,2020-02-12 00:00:00+00:00,14.0,
1072,-122.3235592,47.7238618,1073,Intersection,5TH AVE NE AND NE 131ST PL,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,2020-01-29 00:00:00+00:00,26.0,Wet
1073,-122.2875459,47.56175885,1074,Block,RAINIER AVE S BETWEEN S OREGON ST AND S ALASKA ST,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2020-02-13 00:00:00+00:00,14.0,Dry
1077,-122.3494235,47.55569473,1078,Block,WEST MARGINAL WAY SW BETWEEN PUGET WAY SW AND SW BRANDON ST,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2020-02-20 00:00:00+00:00,11.0,Dry
1079,-122.290798,47.72094486,1080,Block,35TH AVE NE BETWEEN NE 125TH ST AND NE 130TH S ST,2,Injury Collision,Angles,4,0,0,2,1,0,0,2020-02-20 00:00:00+00:00,11.0,Dry
1085,-122.3554527,47.70508354,1086,Intersection,GREENWOOD AVE N AND HOLMAN RD N,1,Property Damage Only Collision,,4,0,0,0,0,0,0,2020-02-18 00:00:00+00:00,11.0,
1091,-122.3419595,47.610682,1092,Block,1ST AVE BETWEEN STEWART ST AND VIRGINIA ST,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020-02-21 00:00:00+00:00,14.0,Dry
1093,-122.33454,47.60787143,1094,Block,4TH AVE BETWEEN SENECA ST AND UNIVERSITY ST,0,Unknown,,0,0,0,0,0,0,0,2020-02-20 00:00:00+00:00,0.0,
1099,-122.3588358,47.66430312,1100,Intersection,NW 49TH ST AND NW MARKET ST,1,Property Damage Only Collision,Angles,3,0,0,2,0,0,0,2020-02-05 00:00:00+00:00,11.0,Wet
1100,-122.3819632,47.66411433,1101,Block,SHILSHOLE AVE NW BETWEEN NW DOCK PL AND 20TH AVE NW,1,Property Damage Only Collision,Parked Car,3,0,0,2,0,0,0,2020-02-15 00:00:00+00:00,11.0,Dry
1109,-122.3351198,47.61018166,1110,Block,5TH AVE BETWEEN UNION ST AND PIKE ST,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2020-02-19 00:00:00+00:00,11.0,Dry
1118,-122.3313137,47.70864592,1119,Intersection,CORLISS AVE N AND N NORTHGATE WAY,1,Property Damage Only Collision,Sideswipe,6,0,0,2,0,0,0,2020-02-15 00:00:00+00:00,11.0,Dry
1120,-122.3450312,47.62206474,1121,Intersection,6TH AVE N AND HARRISON ST,1,Property Damage Only Collision,Left Turn,2,0,0,2,0,0,0,2020-02-12 00:00:00+00:00,11.0,Dry
1123,-122.3325194,47.6023056,1124,Intersection,2ND AVE AND JAMES ST,1,Property Damage Only Collision,Angles,3,0,0,2,0,0,0,2020-02-15 00:00:00+00:00,11.0,Wet
1124,-122.3051306,47.56194088,1125,Intersection,BEACON AVE S AND BEACON WR S AVE S,2,Injury Collision,Angles,2,0,0,2,1,0,0,2020-02-14 00:00:00+00:00,11.0,Dry
1129,-122.312377,47.57947121,1130,Intersection,BEACON AVE S AND S LANDER ST,1,Property Damage Only Collision,Angles,3,0,0,2,0,0,0,2020-02-19 00:00:00+00:00,11.0,Dry
1133,-122.325321,47.62579703,1134,Block,SUMMIT AVE E BETWEEN E ROY ST AND BELMONT S AVE E,0,Unknown,,0,0,0,0,0,0,0,2020-02-17 00:00:00+00:00,11.0,
1138,-122.3126707,47.72122255,1139,Intersection,15TH AVE NE AND NE 127TH ST,2,Injury Collision,Pedestrian,3,1,0,1,1,0,0,2020-02-02 00:00:00+00:00,24.0,Dry
1145,-122.384795,47.56287435,1146,Block,SW OREGON ST BETWEEN 41ST AVE SW AND 42ND AVE SW,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2020-02-21 00:00:00+00:00,14.0,Dry
1148,-122.3543805,47.66022162,1149,Intersection,PHINNEY AVE N AND N 44TH ST,2,Injury Collision,Rear Ended,2,0,0,2,2,0,0,2020-02-18 00:00:00+00:00,14.0,Dry
1157,-122.2971053,47.62515489,1158,Block,E ROY ST BETWEEN 27TH AVE E AND 28TH AVE E,1,Property Damage Only Collision,,2,0,0,0,0,0,0,2020-02-17 00:00:00+00:00,11.0,
1159,-122.3215921,47.60170192,1160,Block,YESLER WAY BETWEEN 8TH AVE AND BROADWAY,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2020-02-23 00:00:00+00:00,14.0,Dry
1161,-122.3540178,47.51827331,1162,Block,15TH AVE SW BETWEEN SW CAMBRIDGE ST AND SW ROXBURY ST,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2016-05-02 00:00:00+00:00,0.0,Dry
1164,-122.3299789,47.58617038,1165,Intersection,3RD AVE S AND S HOLGATE ST,2b,Serious Injury Collision,Other,2,0,0,2,1,1,0,2016-09-20 00:00:00+00:00,25.0,Dry
1175,-122.2882106,47.56418493,1176,Block,RAINIER AVE S BETWEEN S GENESEE N ST AND S GENESEE S ST,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,2016-03-31 00:00:00+00:00,28.0,Dry
1190,-122.302928,47.58410158,1191,Block,23RD AVE S BETWEEN RAINIER AVE S AND S WALKER ST,1,Property Damage Only Collision,Rear Ended,3,0,0,3,0,0,0,2016-03-10 00:00:00+00:00,14.0,Wet
1196,-122.3505914,47.53015563,1197,Intersection,12TH AVE SW AND SW ELMGROVE ST,1,Property Damage Only Collision,Angles,0,0,0,2,0,0,0,2016-04-12 00:00:00+00:00,11.0,Wet
1204,-122.376445,47.54468257,1205,Intersection,35TH AVE SW AND SW MORGAN ST,1,Property Damage Only Collision,Left Turn,2,0,0,2,0,0,0,2016-03-03 00:00:00+00:00,11.0,Wet
1228,-122.3048723,47.5603579,1229,Block,BEACON WR AVE S BETWEEN S ALASKA ST AND S COLUMBIAN WAY,2,Injury Collision,Other,3,0,0,1,1,0,0,2016-08-01 00:00:00+00:00,28.0,Dry
1234,-122.376338,47.55014223,1235,Intersection,35TH AVE SW AND SW JUNEAU ST,2b,Serious Injury Collision,Angles,5,0,0,2,1,1,0,2016-10-27 00:00:00+00:00,11.0,Wet
1238,-122.3278873,47.61617237,1239,Block,MELROSE AVE BETWEEN YALE AVE AND OLIVE WAY,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,2016-10-10 00:00:00+00:00,28.0,Dry
1245,-122.281651,47.61427298,1246,Block,LAKE WASHINGTON BLVD BETWEEN MADRONA DR AND E OLIVE LN,0,Unknown,,0,0,0,0,0,0,0,2016-04-09 00:00:00+00:00,0.0,
1255,-122.3534473,47.62457414,1256,Block,MERCER ST BETWEEN WARREN AVE N AND 2ND AVE N,1,Property Damage Only Collision,,2,0,0,0,0,0,0,2016-06-17 00:00:00+00:00,0.0,
1270,-122.3592773,47.53369007,1271,Intersection,20TH AVE SW AND SW HOLDEN ST,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,2016-12-09 00:00:00+00:00,26.0,Snow/Slush
1291,-122.3770713,47.58069687,1292,Block,SW ADMIRAL WAY BETWEEN SW OLGA ST AND 37TH E AVE SW,1,Property Damage Only Collision,Other,5,0,0,2,0,0,0,2016-09-02 00:00:00+00:00,14.0,Dry
1295,-122.3417749,47.61526498,1296,Intersection,5TH AVE AND BLANCHARD ST,1,Property Damage Only Collision,Left Turn,2,0,0,2,0,0,0,2016-03-23 00:00:00+00:00,11.0,Dry
1303,-122.3220859,47.61273575,1304,Intersection,HARVARD AVE AND SENECA ST,2,Injury Collision,Pedestrian,2,1,0,1,1,0,0,2016-10-27 00:00:00+00:00,24.0,Wet
1309,-122.3362571,47.65564871,1310,Intersection,WALLINGFORD AVE N AND N 40TH ST,1,Property Damage Only Collision,Angles,4,0,0,3,0,0,0,2016-10-28 00:00:00+00:00,11.0,Dry
1328,-122.3255142,47.61408851,1329,Intersection,SUMMIT AVE AND E PIKE ST,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2016-04-01 00:00:00+00:00,11.0,Dry
1336,-122.2826025,47.53978646,1337,Block,M L KING JR WR WAY S BETWEEN S WILLOW ST AND S MYRTLE ST,1,Property Damage Only Collision,Rear Ended,4,0,0,2,0,0,0,2016-12-21 00:00:00+00:00,14.0,Dry
1348,-122.3366261,47.55267926,1349,Block,EAST MARGINAL WAY S BETWEEN S LUCILE ST AND S ORCAS ST,2,Injury Collision,Rear Ended,2,0,0,2,2,0,0,2016-08-12 00:00:00+00:00,14.0,Dry
